USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24031701002	2721138	0	1.051	0.	39.0630609	-77.1661877                                                                                                                                                
MD	24031701004	3063298	6703	1.183	0.003	39.0986188	-77.1659654                                                                                                                                          
MD	24031701005	1888660	3692	0.729	0.001	39.083326	-77.1673715                                                                                                                                           
MD	24031701006	4443121	44178	1.715	0.017	39.080269	-77.1822549                                                                                                                                          
MD	24031701007	2445036	675	0.944	0.	39.0987809	-77.1865835                                                                                                                                              
MD	24031701101	2327631	0	0.899	0.	39.0801609	-77.1194308                                                                                                                                                
MD	24031701102	2068442	0	0.799	0.	39.0723414	-77.1243447                                                                                                                                                
MD	24031701201	2534645	20262	0.979	0.008	39.0498578	-77.0957459                                                                                                                                         
MD	24031701202	1854954	6759	0.716	0.003	39.038343	-77.0989407                                                                                                                                           
MD	24031701205	6792603	16575	2.623	0.006	39.0418495	-77.1354132                                                                                                                                         
MD	24031701206	4932985	7724	1.905	0.003	39.0497416	-77.1676408                                                                                                                                          
MD	24031701210	2571969	21771	0.993	0.008	39.0628456	-77.1836415                                                                                                                                         
MD	24031701211	6558362	15224	2.532	0.006	39.1090766	-77.1540952                                                                                                                                         
MD	24031701212	9958363	463599	3.845	0.179	39.1174047	-77.1270502                                                                                                                                        
MD	24031701213	1907007	10789	0.736	0.004	39.0374027	-77.1150059                                                                                                                                         
MD	24031701214	1250184	0	0.483	0.	39.0295317	-77.0985399                                                                                                                                                
MD	24031701215	762120	8551	0.294	0.003	39.0295379	-77.1162205                                                                                                                                           
MD	24031701216	1363797	505	0.527	0.	39.0478604	-77.1158426                                                                                                                                              
MD	24031701218	725914	0	0.28	0.	39.05568	-77.1197203                                                                                                                                                    
MD	24031701219	2250965	1538	0.869	0.001	39.0593889	-77.1095789                                                                                                                                          
MD	24031701220	5864521	33217	2.264	0.013	39.0686855	-77.2056504                                                                                                                                         
MD	24031701221	2748012	6386	1.061	0.002	39.087633	-77.2037745                                                                                                                                           
MD	24031701303	4148547	131882	1.602	0.051	39.107439	-77.0989671                                                                                                                                         
MD	24031701304	7446124	13790	2.875	0.005	39.1733035	-77.076473                                                                                                                                          
MD	24031701306	4710046	25873	1.819	0.01	39.1388468	-77.0958669                                                                                                                                          
MD	24031701307	15368768	62182	5.934	0.024	39.1609395	-77.112005                                                                                                                                         
MD	24031701308	13694087	46217	5.287	0.018	39.1320973	-77.0607628                                                                                                                                        
MD	24031701312	4053943	0	1.565	0.	39.1527986	-77.0801293                                                                                                                                                
MD	24031701313	2637568	1882	1.018	0.001	39.1351468	-77.0777344                                                                                                                                          
MD	24031701314	1411049	9735	0.545	0.004	39.147117	-77.0606903                                                                                                                                           
MD	24031701315	2627532	13900	1.014	0.005	39.1585226	-77.0527544                                                                                                                                         
MD	24031701316	25026062	118423	9.663	0.046	39.1586446	-77.0066759                                                                                                                                       
MD	24031701317	35633685	1616389	13.758	0.624	39.1944722	-77.0551252                                                                                                                                     
MD	24031701407	9218840	50959	3.559	0.02	39.1081025	-77.01477                                                                                                                                            
MD	24031701408	25437580	825663	9.822	0.319	39.1265031	-76.9637956                                                                                                                                       
MD	24031701409	6575298	8155	2.539	0.003	39.0987025	-76.9523547                                                                                                                                          
MD	24031701410	9497556	302086	3.667	0.117	39.1131808	-76.9207785                                                                                                                                        
MD	24031701414	5778268	32288	2.231	0.012	39.0726448	-76.9660918                                                                                                                                         
MD	24031701415	7108533	18365	2.745	0.007	39.0828844	-76.9850101                                                                                                                                         
MD	24031701417	2130103	1111	0.822	0.	39.0769598	-76.9381795                                                                                                                                             
MD	24031701418	1223765	0	0.472	0.	39.071028	-76.9466833                                                                                                                                                 
MD	24031701420	2654062	6692	1.025	0.003	39.0623855	-76.953874                                                                                                                                           
MD	24031701421	4358580	29219	1.683	0.011	39.0504895	-76.9597374                                                                                                                                         
MD	24031701422	319989	0	0.124	0.	39.0829497	-76.9438129                                                                                                                                                 
MD	24031701423	1048075	21240	0.405	0.008	39.0865604	-76.9383129                                                                                                                                         
MD	24031701503	4487399	2724	1.733	0.001	39.0601655	-76.9902806                                                                                                                                          
MD	24031701505	3341066	1699	1.29	0.001	39.0236759	-76.9847904                                                                                                                                           
MD	24031701506	6051182	5209	2.336	0.002	39.0535272	-77.0045015                                                                                                                                          
MD	24031701507	5547371	6208	2.142	0.002	39.0833905	-77.013595                                                                                                                                           
MD	24031701508	915140	389	0.353	0.	39.0453954	-76.9770714                                                                                                                                               
MD	24031701509	4081375	0	1.576	0.	39.0331144	-76.9767543                                                                                                                                                
MD	24031701601	302376	0	0.117	0.	39.0148129	-76.9763137                                                                                                                                                 
MD	24031701602	1684863	131	0.651	0.	39.0107123	-76.9847238                                                                                                                                              
MD	24031701701	913053	1314	0.353	0.001	38.9767741	-77.0074384                                                                                                                                           
MD	24031701702	566912	0	0.219	0.	38.9895261	-77.0025686                                                                                                                                                 
MD	24031701703	1102886	0	0.426	0.	38.9844888	-76.9911737                                                                                                                                                
MD	24031701704	1287344	8040	0.497	0.003	38.9758298	-76.9981538                                                                                                                                          
MD	24031701800	1539726	4682	0.594	0.002	38.9824111	-77.0121085                                                                                                                                          
MD	24031701900	455312	0	0.176	0.	38.993076	-76.9999814                                                                                                                                                  
MD	24031702000	980655	0	0.379	0.	38.9951964	-76.9932806                                                                                                                                                 
MD	24031702101	1638397	22613	0.633	0.009	39.0084284	-76.9944183                                                                                                                                         
MD	24031702102	1622764	26311	0.627	0.01	39.0219894	-77.0047129                                                                                                                                          
MD	24031702200	1657149	0	0.64	0.	39.0093284	-77.0065176                                                                                                                                                 
MD	24031702301	608161	0	0.235	0.	39.0000573	-77.0043803                                                                                                                                                 
MD	24031702302	1546300	3511	0.597	0.001	39.0094941	-77.0189819                                                                                                                                          
MD	24031702401	942462	0	0.364	0.	38.9891295	-77.0086375                                                                                                                                                 
MD	24031702402	964624	0	0.372	0.	38.9929711	-77.0178539                                                                                                                                                 
MD	24031702500	1123759	0	0.434	0.	38.9921576	-77.0271619                                                                                                                                                
MD	24031702601	345711	0	0.133	0.	38.9929737	-77.0337828                                                                                                                                                 
MD	24031702602	484666	0	0.187	0.	38.9936755	-77.0480743                                                                                                                                                 
MD	24031702700	3453509	49345	1.333	0.019	38.9992707	-77.0552841                                                                                                                                         
MD	24031702800	1675531	0	0.647	0.	39.0059822	-77.0431445                                                                                                                                                
MD	24031702900	2565057	0	0.99	0.	39.00564	-77.0277748                                                                                                                                                   
MD	24031703000	1083280	0	0.418	0.	39.0183953	-77.0214385                                                                                                                                                
MD	24031703100	1819845	0	0.703	0.	39.0263927	-77.0219861                                                                                                                                                
MD	24031703201	4257521	21259	1.644	0.008	39.080826	-77.092528                                                                                                                                           
MD	24031703202	4115189	15454	1.589	0.006	39.0951706	-77.0938453                                                                                                                                         
MD	24031703206	2656766	4563	1.026	0.002	39.0724469	-77.0546839                                                                                                                                          
MD	24031703207	4006353	15099	1.547	0.006	39.053303	-77.0340614                                                                                                                                          
MD	24031703208	3910518	56749	1.51	0.022	39.0488148	-77.013493                                                                                                                                           
MD	24031703209	1784909	1925	0.689	0.001	39.0389118	-77.0339921                                                                                                                                          
MD	24031703210	1259003	15217	0.486	0.006	39.0325523	-77.0141838                                                                                                                                         
MD	24031703212	5820159	75434	2.247	0.029	39.0778696	-77.0359458                                                                                                                                         
MD	24031703213	588533	889	0.227	0.	39.0891297	-77.0755351                                                                                                                                               
MD	24031703214	1800885	117	0.695	0.	39.0851675	-77.0677188                                                                                                                                              
MD	24031703215	1430222	0	0.552	0.	39.0845896	-77.0542027                                                                                                                                                
MD	24031703216	1313833	568	0.507	0.	39.0978219	-77.069026                                                                                                                                               
MD	24031703218	611976	4362	0.236	0.002	39.1071892	-77.071024                                                                                                                                            
MD	24031703219	919549	16143	0.355	0.006	39.1048821	-77.0609912                                                                                                                                          
MD	24031703220	2318659	16098	0.895	0.006	39.0961271	-77.0512719                                                                                                                                         
MD	24031703221	4322200	12973	1.669	0.005	39.1077518	-77.0438706                                                                                                                                         
MD	24031703301	1502456	0	0.58	0.	39.0700883	-77.0936006                                                                                                                                                 
MD	24031703302	1658961	16785	0.641	0.006	39.0736794	-77.0819211                                                                                                                                         
MD	24031703401	1780786	139	0.688	0.	39.0614003	-77.0799698                                                                                                                                              
MD	24031703402	1265664	0	0.489	0.	39.0695576	-77.0690635                                                                                                                                                
MD	24031703403	1214584	0	0.469	0.	39.061654	-77.0623465                                                                                                                                                 
MD	24031703404	572813	0	0.221	0.	39.0548319	-77.0701459                                                                                                                                                 
MD	24031703501	2206992	82065	0.852	0.032	39.0533187	-77.0882029                                                                                                                                         
MD	24031703502	1421514	7408	0.549	0.003	39.0379826	-77.0818199                                                                                                                                          
MD	24031703601	1784585	0	0.689	0.	39.0415443	-77.0693703                                                                                                                                                
MD	24031703602	1162222	783	0.449	0.	39.0315386	-77.0621522                                                                                                                                              
MD	24031703701	1186279	0	0.458	0.	39.0533075	-77.0624509                                                                                                                                                
MD	24031703702	1242321	0	0.48	0.	39.0486524	-77.0563035                                                                                                                                                 
MD	24031703800	1214776	210	0.469	0.	39.03606	-77.054713                                                                                                                                                 
MD	24031703901	1436140	5035	0.554	0.002	39.0202612	-77.0362582                                                                                                                                          
MD	24031703902	2173992	204	0.839	0.	39.031601	-77.0399826                                                                                                                                               
MD	24031704000	2246292	181	0.867	0.	39.021678	-77.0544179                                                                                                                                               
MD	24031704100	3763537	43805	1.453	0.017	39.0169686	-77.0745888                                                                                                                                         
MD	24031704200	1235481	0	0.477	0.	39.0264672	-77.0737365                                                                                                                                                
MD	24031704300	1969041	44041	0.76	0.017	39.0235007	-77.0914541                                                                                                                                          
MD	24031704401	2268982	2057	0.876	0.001	39.0218818	-77.1147298                                                                                                                                          
MD	24031704403	250465	0	0.097	0.	39.0165836	-77.1050194                                                                                                                                                 
MD	24031704404	2681817	1576	1.035	0.001	39.0120658	-77.0997918                                                                                                                                          
MD	24031704501	2210849	404	0.854	0.	39.01776	-77.1345988                                                                                                                                                
MD	24031704502	2099957	0	0.811	0.	39.0090066	-77.1363842                                                                                                                                                
MD	24031704503	1677578	0	0.648	0.	39.0065128	-77.1191884                                                                                                                                                
MD	24031704600	1901655	0	0.734	0.	38.99701	-77.117796                                                                                                                                                   
MD	24031704700	1998697	0	0.772	0.	38.9850385	-77.1073865                                                                                                                                                
MD	24031704803	606760	0	0.234	0.	38.9779285	-77.0964319                                                                                                                                                 
MD	24031704804	345445	0	0.133	0.	38.9834007	-77.0935229                                                                                                                                                 
MD	24031704805	309189	0	0.119	0.	38.9865015	-77.0933803                                                                                                                                                 
MD	24031704806	429295	0	0.166	0.	38.9904777	-77.0981822                                                                                                                                                 
MD	24031705000	4552732	14831	1.758	0.006	38.9984632	-77.0906116                                                                                                                                         
MD	24031705100	3420179	6819	1.321	0.003	38.9954347	-77.0730231                                                                                                                                          
MD	24031705200	1841341	1853	0.711	0.001	38.9837902	-77.065309                                                                                                                                           
MD	24031705300	1055685	0	0.408	0.	38.9697506	-77.0794977                                                                                                                                                
MD	24031705400	1965939	0	0.759	0.	38.9786948	-77.0836487                                                                                                                                                
MD	24031705501	204665	0	0.079	0.	38.9643891	-77.0914592                                                                                                                                                 
MD	24031705502	2630692	0	1.016	0.	38.9704562	-77.1019046                                                                                                                                                
MD	24031705601	1179882	5940	0.456	0.002	38.9566642	-77.1006777                                                                                                                                          
MD	24031705602	538581	0	0.208	0.	38.9609094	-77.0903323                                                                                                                                                 
MD	24031705701	1918394	0	0.741	0.	38.9658091	-77.115724                                                                                                                                                 
MD	24031705702	2477694	125631	0.957	0.049	38.9542113	-77.1108685                                                                                                                                        
MD	24031705800	6783648	2841922	2.619	1.097	38.9601019	-77.1276428                                                                                                                                       
MD	24031705901	5091821	24199	1.966	0.009	38.9959383	-77.1411785                                                                                                                                         
MD	24031705902	3670156	10973	1.417	0.004	38.9798697	-77.1410698                                                                                                                                         
MD	24031705903	2832632	0	1.094	0.	38.9817943	-77.1223739                                                                                                                                                
MD	24031706005	10142730	34325	3.916	0.013	39.0201034	-77.1887353                                                                                                                                        
MD	24031706007	12805501	90909	4.944	0.035	39.0439125	-77.210422                                                                                                                                         
MD	24031706008	19312088	3943927	7.456	1.523	38.9966198	-77.2227804                                                                                                                                      
MD	24031706009	11724909	93075	4.527	0.036	38.9959125	-77.1938101                                                                                                                                        
MD	24031706010	2003393	4672	0.774	0.002	39.0254825	-77.1669436                                                                                                                                          
MD	24031706011	3798914	829	1.467	0.	39.0379466	-77.1759645                                                                                                                                              
MD	24031706012	2086441	40250	0.806	0.016	39.0315152	-77.1517153                                                                                                                                         
MD	24031706013	4118735	36842	1.59	0.014	39.0095058	-77.1589988                                                                                                                                          
MD	24033800102	1344341	0	0.519	0.	39.1061029	-76.8569904                                                                                                                                                
MD	24033800103	2284372	0	0.882	0.	39.0966921	-76.8401149                                                                                                                                                
MD	24033800105	2077267	1651	0.802	0.001	39.1059477	-76.8747843                                                                                                                                          
MD	24033800106	2235747	51673	0.863	0.02	39.0953558	-76.8795704                                                                                                                                          
MD	24033800108	918400	0	0.355	0.	39.0957168	-76.8604022                                                                                                                                                 
MD	24033800109	875274	0	0.338	0.	39.0989195	-76.8657223                                                                                                                                                 
MD	24033800203	10592984	296165	4.09	0.114	39.1017126	-76.899811                                                                                                                                         
MD	24033800206	7884451	55587	3.044	0.021	39.0425507	-76.8264852                                                                                                                                         
MD	24033800208	5958557	23056	2.301	0.009	39.0578461	-76.8601676                                                                                                                                         
MD	24033800209	721240	0	0.278	0.	39.0865615	-76.8498954                                                                                                                                                 
MD	24033800210	939070	0	0.363	0.	39.07691	-76.8552681                                                                                                                                                   
MD	24033800211	2999982	9662	1.158	0.004	39.0771053	-76.8420634                                                                                                                                          
MD	24033800212	4277907	19597	1.652	0.008	39.0789497	-76.8836254                                                                                                                                         
MD	24033800213	2389030	8137	0.922	0.003	39.0861685	-76.8633956                                                                                                                                          
MD	24033800214	727568	0	0.281	0.	39.0699919	-76.8513061                                                                                                                                                 
MD	24033800215	1359105	0	0.525	0.	39.0689759	-76.8634425                                                                                                                                                
MD	24033800401	4913141	34738	1.897	0.013	38.9947113	-76.7251021                                                                                                                                         
MD	24033800402	3500770	0	1.352	0.	38.9837932	-76.7438265                                                                                                                                                
MD	24033800403	3229099	1039	1.247	0.	38.9981639	-76.7514702                                                                                                                                             
MD	24033800408	10477813	211969	4.046	0.082	38.9726945	-76.8073698                                                                                                                                       
MD	24033800409	7988443	48332	3.084	0.019	38.9840391	-76.7772427                                                                                                                                         
MD	24033800410	14361123	65710	5.545	0.025	39.0110642	-76.7682972                                                                                                                                        
MD	24033800411	33728094	971257	13.022	0.375	39.0275549	-76.8209934                                                                                                                                      
MD	24033800412	2178861	0	0.841	0.	38.9839494	-76.8433498                                                                                                                                                
MD	24033800413	1481389	5483	0.572	0.002	38.9864779	-76.8288849                                                                                                                                          
MD	24033800504	9818827	40578	3.791	0.016	38.9691244	-76.7175642                                                                                                                                         
MD	24033800505	2215408	0	0.855	0.	38.9581155	-76.7307112                                                                                                                                                
MD	24033800507	40411119	266564	15.603	0.103	38.9064512	-76.7062714                                                                                                                                      
MD	24033800509	15042076	32576	5.808	0.013	38.8879219	-76.7704298                                                                                                                                        
MD	24033800511	4025305	0	1.554	0.	38.9112953	-76.7294493                                                                                                                                                
MD	24033800513	5893500	15270	2.275	0.006	38.9606636	-76.7593391                                                                                                                                         
MD	24033800514	7163167	7645	2.766	0.003	38.9559435	-76.7896152                                                                                                                                          
MD	24033800515	3121277	66666	1.205	0.026	38.9456938	-76.7452951                                                                                                                                         
MD	24033800516	2617442	39107	1.011	0.015	38.9454826	-76.7288484                                                                                                                                         
MD	24033800517	11812646	29644	4.561	0.011	38.9122572	-76.7643542                                                                                                                                        
MD	24033800518	12779970	191351	4.934	0.074	38.939944	-76.7870165                                                                                                                                        
MD	24033800519	3127539	0	1.208	0.	38.9266468	-76.7247516                                                                                                                                                
MD	24033800520	636898	0	0.246	0.	38.9393861	-76.7221206                                                                                                                                                 
MD	24033800601	8205212	139928	3.168	0.054	38.8265901	-76.7145802                                                                                                                                        
MD	24033800604	7583543	74298	2.928	0.029	38.8514085	-76.7107189                                                                                                                                         
MD	24033800605	24369826	741798	9.409	0.286	38.7980314	-76.7485245                                                                                                                                       
MD	24033800606	2008020	74555	0.775	0.029	38.8277728	-76.762364                                                                                                                                          
MD	24033800607	16425300	148319	6.342	0.057	38.8552572	-76.7754844                                                                                                                                       
MD	24033800608	11747361	98431	4.536	0.038	38.8558628	-76.7424332                                                                                                                                        
MD	24033800701	27640224	56491	10.672	0.022	38.8401479	-76.8240487                                                                                                                                       
MD	24033800704	8596603	0	3.319	0.	38.7781062	-76.7828533                                                                                                                                                
MD	24033800705	9282074	38181	3.584	0.015	38.761088	-76.7865355                                                                                                                                          
MD	24033800706	11530101	28423	4.452	0.011	38.7763267	-76.8169435                                                                                                                                        
MD	24033800707	15470949	18925	5.973	0.007	38.805245	-76.7912595                                                                                                                                         
MD	24033800800	106692251	4690419	41.194	1.811	38.7107798	-76.7300147                                                                                                                                    
MD	24033800900	79961886	6147275	30.873	2.373	38.6048461	-76.7242704                                                                                                                                     
MD	24033801003	61925795	466703	23.91	0.18	38.6794572	-76.8631539                                                                                                                                        
MD	24033801004	36524044	219049	14.102	0.085	38.7250775	-76.8514011                                                                                                                                      
MD	24033801005	5205576	4858	2.01	0.002	38.7565957	-76.835778                                                                                                                                            
MD	24033801006	2737391	0	1.057	0.	38.7571595	-76.8230132                                                                                                                                                
MD	24033801104	17955605	91636	6.933	0.035	38.8098033	-76.8691578                                                                                                                                        
MD	24033801207	8131945	4918	3.14	0.002	38.7540356	-76.8669781                                                                                                                                           
MD	24033801208	3622380	1980	1.399	0.001	38.7471797	-76.8905649                                                                                                                                          
MD	24033801209	2920232	1098	1.128	0.	38.7344628	-76.903318                                                                                                                                              
MD	24033801210	5310881	54112	2.051	0.021	38.7684717	-76.9235417                                                                                                                                         
MD	24033801211	3195059	4422	1.234	0.002	38.7827065	-76.9058928                                                                                                                                          
MD	24033801212	2811193	0	1.085	0.	38.7929772	-76.9151904                                                                                                                                                
MD	24033801213	5093436	0	1.967	0.	38.7747752	-76.9393047                                                                                                                                                
MD	24033801214	6254820	13919	2.415	0.005	38.7977058	-76.8497335                                                                                                                                         
MD	24033801215	6858725	27963	2.648	0.011	38.7651154	-76.8483638                                                                                                                                         
MD	24033801216	8025746	50027	3.099	0.019	38.7523033	-76.9148895                                                                                                                                         
MD	24033801217	4052645	6648	1.565	0.003	38.7651558	-76.890362                                                                                                                                           
MD	24033801302	28253212	3439816	10.909	1.328	38.6741134	-77.0360274                                                                                                                                     
MD	24033801305	8108886	13185	3.131	0.005	38.7642524	-76.9718164                                                                                                                                         
MD	24033801307	8707342	3220994	3.362	1.244	38.7318678	-77.0086623                                                                                                                                       
MD	24033801308	2606256	0	1.006	0.	38.7161564	-77.0005143                                                                                                                                                
MD	24033801309	7559948	8605317	2.919	3.323	38.7102524	-77.0317003                                                                                                                                       
MD	24033801310	25302376	85943	9.769	0.033	38.6633112	-76.9831879                                                                                                                                        
MD	24033801311	36270796	44428	14.004	0.017	38.7120864	-76.9495856                                                                                                                                       
MD	24033801312	6335934	7813	2.446	0.003	38.7183053	-76.9768917                                                                                                                                          
MD	24033801313	5332932	13666	2.059	0.005	38.745892	-76.9832014                                                                                                                                          
MD	24033801404	5232717	5412056	2.02	2.09	38.7909435	-77.0222938                                                                                                                                         
MD	24033801405	3422122	13230	1.321	0.005	38.7987325	-76.9896873                                                                                                                                         
MD	24033801406	4130673	18602	1.595	0.007	38.7771595	-76.9800136                                                                                                                                         
